prompt,true answer,subject,relation,relation id,object,template,cue entity start idx,cue entity end idx,true object first token id
Domenichino was originally from,Bologna,Domenichino,place of birth,P19,Bologna,[X] was originally from [Y].,0,3,33
Maironis was born in,Lithuania,Maironis,place of birth,P19,Lithuania,[X] was born in [Y].,0,2,43
Maironis is originally from,Lithuania,Maironis,place of birth,P19,Lithuania,[X] is originally from [Y].,0,2,43
Maironis is native to,Lithuania,Maironis,place of birth,P19,Lithuania,[X] is native to [Y].,0,2,43
Maironis was native to,Lithuania,Maironis,place of birth,P19,Lithuania,[X] was native to [Y].,0,2,43
MessagePad is developed by,Apple,MessagePad,developer,P178,Apple,[X] is developed by [Y].,0,1,16108
MessagePad was developed by,Apple,MessagePad,developer,P178,Apple,[X] was developed by [Y].,0,1,16108
"MessagePad, developed by",Apple,MessagePad,developer,P178,Apple,"[X], developed by [Y].",0,1,16108
"MessagePad, created by",Apple,MessagePad,developer,P178,Apple,"[X], created by [Y].",0,1,16108
"iOS, developed by",Apple,iOS,developer,P178,Apple,"[X], developed by [Y].",0,0,16108
iWork is developed by,Apple,iWork,developer,P178,Apple,[X] is developed by [Y].,0,1,16108
iWork was developed by,Apple,iWork,developer,P178,Apple,[X] was developed by [Y].,0,1,16108
"iWork, developed by",Apple,iWork,developer,P178,Apple,"[X], developed by [Y].",0,1,16108
"iWork, created by",Apple,iWork,developer,P178,Apple,"[X], created by [Y].",0,1,16108
"PostScript, created by",Adobe,PostScript,developer,P178,Adobe,"[X], created by [Y].",0,1,2782
"MVS, created by",IBM,MVS,developer,P178,IBM,"[X], created by [Y].",0,1,9865
ISPF is developed by,IBM,ISPF,developer,P178,IBM,[X] is developed by [Y].,0,1,9865
"XEDIT, developed by",IBM,XEDIT,developer,P178,IBM,"[X], developed by [Y].",0,1,9865
Zaxxon was developed by,Sega,Zaxxon,developer,P178,Sega,[X] was developed by [Y].,0,2,50
MacPaint is developed by,Apple,MacPaint,developer,P178,Apple,[X] is developed by [Y].,0,2,16108
MacPaint was developed by,Apple,MacPaint,developer,P178,Apple,[X] was developed by [Y].,0,2,16108
"MacPaint, developed by",Apple,MacPaint,developer,P178,Apple,"[X], developed by [Y].",0,2,16108
XScale was developed by,Intel,XScale,developer,P178,Intel,[X] was developed by [Y].,0,1,24123
"XScale, created by",Intel,XScale,developer,P178,Intel,"[X], created by [Y].",0,1,24123
SonicStage is developed by,Sony,SonicStage,developer,P178,Sony,[X] is developed by [Y].,0,2,32895
SonicStage was developed by,Sony,SonicStage,developer,P178,Sony,[X] was developed by [Y].,0,2,32895
"SonicStage, developed by",Sony,SonicStage,developer,P178,Sony,"[X], developed by [Y].",0,2,32895
"SonicStage, created by",Sony,SonicStage,developer,P178,Sony,"[X], created by [Y].",0,2,32895
OpenAFS is developed by,IBM,OpenAFS,developer,P178,IBM,[X] is developed by [Y].,0,2,9865
OpenAFS was developed by,IBM,OpenAFS,developer,P178,IBM,[X] was developed by [Y].,0,2,9865
"OpenAFS, developed by",IBM,OpenAFS,developer,P178,IBM,"[X], developed by [Y].",0,2,9865
"QuickDraw, developed by",Apple,QuickDraw,developer,P178,Apple,"[X], developed by [Y].",0,1,16108
"Squeak, created by",Apple,Squeak,developer,P178,Apple,"[X], created by [Y].",0,2,16108
iDisk is developed by,Apple,iDisk,developer,P178,Apple,[X] is developed by [Y].,0,1,16108
iDisk was developed by,Apple,iDisk,developer,P178,Apple,[X] was developed by [Y].,0,1,16108
"iDisk, developed by",Apple,iDisk,developer,P178,Apple,"[X], developed by [Y].",0,1,16108
"CUPS, created by",Apple,CUPS,developer,P178,Apple,"[X], created by [Y].",0,1,16108
"sRGB, created by",Microsoft,sRGB,developer,P178,Microsoft,"[X], created by [Y].",0,1,15905
Yorkfield is developed by,Intel,Yorkfield,developer,P178,Intel,[X] is developed by [Y].,0,1,24123
Yorkfield was developed by,Intel,Yorkfield,developer,P178,Intel,[X] was developed by [Y].,0,1,24123
"Yorkfield, developed by",Intel,Yorkfield,developer,P178,Intel,"[X], developed by [Y].",0,1,24123
"BBeB, created by",Sony,BBeB,developer,P178,Sony,"[X], created by [Y].",0,0,32895
MacApp is developed by,Apple,MacApp,developer,P178,Apple,[X] is developed by [Y].,0,1,16108
MacApp was developed by,Apple,MacApp,developer,P178,Apple,[X] was developed by [Y].,0,1,16108
Minecraft is developed by,Microsoft,Minecraft,developer,P178,Microsoft,[X] is developed by [Y].,0,0,15905
"Silvermont, created by",Intel,Silvermont,developer,P178,Intel,"[X], created by [Y].",0,1,24123
VoiceOver is developed by,Apple,VoiceOver,developer,P178,Apple,[X] is developed by [Y].,0,1,16108
VoiceOver was developed by,Apple,VoiceOver,developer,P178,Apple,[X] was developed by [Y].,0,1,16108
"VoiceOver, developed by",Apple,VoiceOver,developer,P178,Apple,"[X], developed by [Y].",0,1,16108
"VoiceOver, created by",Apple,VoiceOver,developer,P178,Apple,"[X], created by [Y].",0,1,16108
"TextEdit, developed by",Apple,TextEdit,developer,P178,Apple,"[X], developed by [Y].",0,1,16108
OMERS is headquartered in,Toronto,OMERS,headquarters location,P159,Toronto,[X] is headquartered in [Y].,0,1,31359
OMERS's headquarters are in,Toronto,OMERS,headquarters location,P159,Toronto,[X]'s headquarters are in [Y].,0,1,31359
"OMERS, whose headquarters are in",Toronto,OMERS,headquarters location,P159,Toronto,"[X], whose headquarters are in [Y].",0,1,31359
Telfort is headquartered in,Netherlands,Telfort,headquarters location,P159,Netherlands,[X] is headquartered in [Y].,0,1,45
Palfinger is headquartered in,Salzburg,Palfinger,headquarters location,P159,Salzburg,[X] is headquartered in [Y].,0,2,19221
Palfinger's headquarters are in,Salzburg,Palfinger,headquarters location,P159,Salzburg,[X]'s headquarters are in [Y].,0,2,19221
"Palfinger, whose headquarters are in",Salzburg,Palfinger,headquarters location,P159,Salzburg,"[X], whose headquarters are in [Y].",0,2,19221
Palfinger is based in,Salzburg,Palfinger,headquarters location,P159,Salzburg,[X] is based in [Y].,0,2,19221
Asprey's headquarters are in,London,Asprey,headquarters location,P159,London,[X]'s headquarters are in [Y].,0,2,23421
"Asprey, whose headquarters are in",London,Asprey,headquarters location,P159,London,"[X], whose headquarters are in [Y].",0,2,23421
"MillerCoors, whose headquarters are in",Chicago,MillerCoors,headquarters location,P159,Chicago,"[X], whose headquarters are in [Y].",0,2,25705
Getlink is headquartered in,Paris,Getlink,headquarters location,P159,Paris,[X] is headquartered in [Y].,0,1,40313
Getlink's headquarters are in,Paris,Getlink,headquarters location,P159,Paris,[X]'s headquarters are in [Y].,0,1,40313
Kemira's headquarters are in,Helsinki,Kemira,headquarters location,P159,Helsinki,[X]'s headquarters are in [Y].,0,2,39
Norcem's headquarters are in,Oslo,Norcem,headquarters location,P159,Oslo,[X]'s headquarters are in [Y].,0,2,16748
"HHCL, whose headquarters are in",London,HHCL,headquarters location,P159,London,"[X], whose headquarters are in [Y].",0,1,23421
Smirnoff is headquartered in,Moscow,Smirnoff,headquarters location,P159,Moscow,[X] is headquartered in [Y].,0,3,49757
Dargaud is headquartered in,Paris,Dargaud,headquarters location,P159,Paris,[X] is headquartered in [Y].,0,2,40313
GTCR's headquarters are in,Chicago,GTCR,headquarters location,P159,Chicago,[X]'s headquarters are in [Y].,0,2,25705
DFDS is headquartered in,Copenhagen,DFDS,headquarters location,P159,Copenhagen,[X] is headquartered in [Y].,0,1,34
"CEDADE, whose headquarters are in",Barcelona,CEDADE,headquarters location,P159,Barcelona,"[X], whose headquarters are in [Y].",0,2,10374
CEDADE is based in,Barcelona,CEDADE,headquarters location,P159,Barcelona,[X] is based in [Y].,0,2,10374
"Samsung, whose headquarters are in",Seoul,Samsung,headquarters location,P159,Seoul,"[X], whose headquarters are in [Y].",0,0,4653
Cognos is headquartered in,Ottawa,Cognos,headquarters location,P159,Ottawa,[X] is headquartered in [Y].,0,2,49092
"Cognos, whose headquarters are in",Ottawa,Cognos,headquarters location,P159,Ottawa,"[X], whose headquarters are in [Y].",0,2,49092
Serono is headquartered in,Geneva,Serono,headquarters location,P159,Geneva,[X] is headquartered in [Y].,0,1,39358
"Serono, whose headquarters are in",Geneva,Serono,headquarters location,P159,Geneva,"[X], whose headquarters are in [Y].",0,1,39358
Rolex is headquartered in,Geneva,Rolex,headquarters location,P159,Geneva,[X] is headquartered in [Y].,0,1,39358
Schibsted is headquartered in,Oslo,Schibsted,headquarters location,P159,Oslo,[X] is headquartered in [Y].,0,2,16748
Diatto is headquartered in,Turin,Diatto,headquarters location,P159,Turin,[X] is headquartered in [Y].,0,1,17483
Diatto's headquarters are in,Turin,Diatto,headquarters location,P159,Turin,[X]'s headquarters are in [Y].,0,1,17483
"Diatto, whose headquarters are in",Turin,Diatto,headquarters location,P159,Turin,"[X], whose headquarters are in [Y].",0,1,17483
Diatto is based in,Turin,Diatto,headquarters location,P159,Turin,[X] is based in [Y].,0,1,17483
Layar is headquartered in,Amsterdam,Layar,headquarters location,P159,Amsterdam,[X] is headquartered in [Y].,0,1,5840
Layar's headquarters are in,Amsterdam,Layar,headquarters location,P159,Amsterdam,[X]'s headquarters are in [Y].,0,1,5840
"Layar, whose headquarters are in",Amsterdam,Layar,headquarters location,P159,Amsterdam,"[X], whose headquarters are in [Y].",0,1,5840
Layar is based in,Amsterdam,Layar,headquarters location,P159,Amsterdam,[X] is based in [Y].,0,1,5840
Interislander is headquartered in,Wellington,Interislander,headquarters location,P159,Wellington,[X] is headquartered in [Y].,0,2,5779
Interislander is based in,Wellington,Interislander,headquarters location,P159,Wellington,[X] is based in [Y].,0,2,5779
"BP, whose headquarters are in",London,BP,headquarters location,P159,London,"[X], whose headquarters are in [Y].",0,0,23421
Merisant's headquarters are in,Chicago,Merisant,headquarters location,P159,Chicago,[X]'s headquarters are in [Y].,0,2,25705
"Smyths, whose headquarters are in",Ireland,Smyths,headquarters location,P159,Ireland,"[X], whose headquarters are in [Y].",0,2,49752
Smyths is based in,Ireland,Smyths,headquarters location,P159,Ireland,[X] is based in [Y].,0,2,49752
Cinven's headquarters are in,London,Cinven,headquarters location,P159,London,[X]'s headquarters are in [Y].,0,2,23421
Aviastroitel is based in,Moscow,Aviastroitel,headquarters location,P159,Moscow,[X] is based in [Y].,0,4,49757
Tonkam is headquartered in,France,Tonkam,headquarters location,P159,France,[X] is headquartered in [Y].,0,2,28572
"Tonkam, whose headquarters are in",France,Tonkam,headquarters location,P159,France,"[X], whose headquarters are in [Y].",0,2,28572
Tonkam is based in,France,Tonkam,headquarters location,P159,France,[X] is based in [Y].,0,2,28572
Delage is based in,Paris,Delage,headquarters location,P159,Paris,[X] is based in [Y].,0,1,40313
Tyan is headquartered in,Taipei,Tyan,headquarters location,P159,Taipei,[X] is headquartered in [Y].,0,1,47976
Tyan's headquarters are in,Taipei,Tyan,headquarters location,P159,Taipei,[X]'s headquarters are in [Y].,0,1,47976
"Tyan, whose headquarters are in",Taipei,Tyan,headquarters location,P159,Taipei,"[X], whose headquarters are in [Y].",0,1,47976
Lavazza is headquartered in,Turin,Lavazza,headquarters location,P159,Turin,[X] is headquartered in [Y].,0,3,17483
Lavazza's headquarters are in,Turin,Lavazza,headquarters location,P159,Turin,[X]'s headquarters are in [Y].,0,3,17483
BenQ is headquartered in,Taipei,BenQ,headquarters location,P159,Taipei,[X] is headquartered in [Y].,0,1,47976
BenQ's headquarters are in,Taipei,BenQ,headquarters location,P159,Taipei,[X]'s headquarters are in [Y].,0,1,47976
"BenQ, whose headquarters are in",Taipei,BenQ,headquarters location,P159,Taipei,"[X], whose headquarters are in [Y].",0,1,47976
BenQ is based in,Taipei,BenQ,headquarters location,P159,Taipei,[X] is based in [Y].,0,1,47976
"HAVELSAN, whose headquarters are in",Ankara,HAVELSAN,headquarters location,P159,Ankara,"[X], whose headquarters are in [Y].",0,2,2025
Socimi is headquartered in,Italy,Socimi,headquarters location,P159,Italy,[X] is headquartered in [Y].,0,1,45001
Socimi's headquarters are in,Italy,Socimi,headquarters location,P159,Italy,[X]'s headquarters are in [Y].,0,1,45001
Socimi is based in,Italy,Socimi,headquarters location,P159,Italy,[X] is based in [Y].,0,1,45001
AZLK is headquartered in,Moscow,AZLK,headquarters location,P159,Moscow,[X] is headquartered in [Y].,0,2,49757
Kewpee's headquarters are in,Lima,Kewpee,headquarters location,P159,Lima,[X]'s headquarters are in [Y].,0,2,43
Lexus is headquartered in,Nagoya,Lexus,headquarters location,P159,Nagoya,[X] is headquartered in [Y].,0,1,45
Superpitcher found employment in,Cologne,Superpitcher,work location,P937,Cologne,[X] found employment in [Y].,0,2,34
Wols found employment in,Paris,Wols,work location,P937,Paris,[X] found employment in [Y].,0,1,40313
Wols was employed in,Paris,Wols,work location,P937,Paris,[X] was employed in [Y].,0,1,40313
Wols worked in,Paris,Wols,work location,P937,Paris,[X] worked in [Y].,0,1,40313
Trilussa worked in,Rome,Trilussa,work location,P937,Rome,[X] worked in [Y].,0,3,49
Alcman was employed in,Sparta,Alcman,work location,P937,Sparta,[X] was employed in [Y].,0,2,50
Monreale shares the border with,Palermo,Monreale,shares border with,P47,Palermo,[X] shares the border with [Y].,0,2,11531
Minnesota shares border with,Iowa,Minnesota,shares border with,P47,Iowa,[X] shares border with [Y].,0,0,45186
Minnesota shares a common border with,Iowa,Minnesota,shares border with,P47,Iowa,[X] shares a common border with [Y].,0,0,45186
Horbury borders with,Wakefield,Horbury,shares border with,P47,Wakefield,[X] borders with [Y].,0,1,54
Horbury shares the border with,Wakefield,Horbury,shares border with,P47,Wakefield,[X] shares the border with [Y].,0,1,54
Horbury shares a common border with,Wakefield,Horbury,shares border with,P47,Wakefield,[X] shares a common border with [Y].,0,1,54
Anif shares a common border with,Salzburg,Anif,shares border with,P47,Salzburg,[X] shares a common border with [Y].,0,1,19221
Iowa borders with,Minnesota,Iowa,shares border with,P47,Minnesota,[X] borders with [Y].,0,0,45670
Spain shares border with,France,Spain,shares border with,P47,France,[X] shares border with [Y].,0,0,28572
Spain borders with,France,Spain,shares border with,P47,France,[X] borders with [Y].,0,0,28572
Spain shares the border with,France,Spain,shares border with,P47,France,[X] shares the border with [Y].,0,0,28572
Iowa shares border with,Illinois,Iowa,shares border with,P47,Illinois,[X] shares border with [Y].,0,0,21478
Iowa shares a common border with,Illinois,Iowa,shares border with,P47,Illinois,[X] shares a common border with [Y].,0,0,21478
Mozambique shares border with,Malawi,Mozambique,shares border with,P47,Malawi,[X] shares border with [Y].,0,3,15029
Mozambique shares its border with,Malawi,Mozambique,shares border with,P47,Malawi,[X] shares its border with [Y].,0,3,15029
Iowa borders with,Wisconsin,Iowa,shares border with,P47,Wisconsin,[X] borders with [Y].,0,0,49097
Iowa shares the border with,Wisconsin,Iowa,shares border with,P47,Wisconsin,[X] shares the border with [Y].,0,0,49097
Iowa shares its border with,Wisconsin,Iowa,shares border with,P47,Wisconsin,[X] shares its border with [Y].,0,0,49097
Leinster shares its border with,Ulster,Leinster,shares border with,P47,Ulster,[X] shares its border with [Y].,0,2,47920
Suffolk shares border with,Cambridgeshire,Suffolk,shares border with,P47,Cambridgeshire,[X] shares border with [Y].,0,2,21701
Suffolk borders with,Cambridgeshire,Suffolk,shares border with,P47,Cambridgeshire,[X] borders with [Y].,0,2,21701
Suffolk shares the border with,Cambridgeshire,Suffolk,shares border with,P47,Cambridgeshire,[X] shares the border with [Y].,0,2,21701
Suffolk shares its border with,Cambridgeshire,Suffolk,shares border with,P47,Cambridgeshire,[X] shares its border with [Y].,0,2,21701
Suffolk shares a common border with,Cambridgeshire,Suffolk,shares border with,P47,Cambridgeshire,[X] shares a common border with [Y].,0,2,21701
Catalonia shares the border with,France,Catalonia,shares border with,P47,France,[X] shares the border with [Y].,0,1,28572
Catalonia shares its border with,France,Catalonia,shares border with,P47,France,[X] shares its border with [Y].,0,1,28572
Catalonia shares a common border with,France,Catalonia,shares border with,P47,France,[X] shares a common border with [Y].,0,1,28572
Essex borders with,Cambridgeshire,Essex,shares border with,P47,Cambridgeshire,[X] borders with [Y].,0,1,21701
Vermont shares its border with,Massachusetts,Vermont,shares border with,P47,Massachusetts,[X] shares its border with [Y].,0,2,20273
Japan shares its border with,Taiwan,Japan,shares border with,P47,Taiwan,[X] shares its border with [Y].,0,0,47976
Japan shares a common border with,Taiwan,Japan,shares border with,P47,Taiwan,[X] shares a common border with [Y].,0,0,47976
