question,true answer,false answer,answer start idx,true answer log prob,false answer log prob,is hallucination
when did the us not go to the olympics,The 1980 Summer Olympics,1904,14,-8.588082313537598,-8.152201652526855,1
number 4 in roman numerals on clock faces,IV,IIII,13,-4.941720485687256,-3.0682458877563477,1
when was the last year the eagles went to the superbowl,following the 2017 season,1902,16,-9.196517944335938,-11.60190200805664,0
who is the team that beat the eagles this season,Dallas Cowboys,The New York Unicorns,14,-6.767766952514648,-13.942880630493164,0
when did lionel messi play his first game for barcelona,2002,"February 30, 2004",16,-10.832155227661133,-10.30764389038086,1
who won the super heavyweight gold medal at the 2000 olympics,Audley Harrison,"Dwayne ""The Rock"" Johnson",16,-12.453788757324219,-13.825418472290039,0
who turns into a bear in the hobbit,Beorn,Gandalf,12,-13.327934265136719,-15.140464782714844,0
batman the enemy with episode 5 release date,"March 27, 2018","February 30, 2018",12,-9.716070175170898,-9.412208557128906,1
yeh hai mohabbatein serial star cast real name,Divyanka Tripathi and Karan Patel,Leonardo DiCaprio,17,-12.442996978759766,-14.23128604888916,0
where is the slide placed on the microscope,stage,Underneath the objective lens,11,-7.1319684982299805,-9.771758079528809,0
when did mcgee became a regular on ncis,in season two,"Season 0, Episode 1",14,-8.909906387329102,-8.83610725402832,1
who owns the crown plaza hotel in chicago illinois,InterContinental Hotels Group,Oprah Winfrey,14,-12.94229507446289,-11.102777481079102,1
when was the last time the eu was audited,1994,2099,14,-10.86085319519043,-8.583436965942383,1
the legend of heroes trails in the sky the 3rd vita,"July 14, 2016",Released exclusively on Mars,16,-8.578124046325684,-9.083744049072266,0
when was a series of unfortunate events published,September 1999,During the Renaissance,11,-10.238609313964844,-9.582246780395508,1
who will win 2018 election in sri lanka,Sri Lanka Podujana Peramuna,A time-traveling George Washington,13,-10.990837097167969,-9.783419609069824,1
what is the name for the ch3coo- ion,polyatomic anion,Acetate-ium,15,-10.10937213897705,-8.602740287780762,1
what type of government did the ming dynasty have,imperial rule,Anarcho-syndicalist commune,12,-7.619913101196289,-11.890153884887695,0
who did us fight in world war 1,Germany,The Moon People,11,-6.512476444244385,-8.12370777130127,0
when was rosencrantz and guildenstern are dead written,1966,2050,18,-9.991829872131348,-11.183076858520508,0
nuclear power plant that blew up in russia,Chernobyl Nuclear Power Plant,The Eiffel Tower Nuclear Plant,12,-8.506166458129883,-11.757731437683105,0
who sang picking up pebbles and throwing them into the sea,Matt Flinders,William Shakespeare,16,-14.39501953125,-8.452322959899902,1
how many breeds of pigs are there in the uk,---,"1,000 breeds",14,-6.43969202041626,-9.079211235046387,0
where did the battle of corinth take place,"in Corinth, Mississippi",On the moon,12,-9.203255653381348,-8.313741683959961,1
who sings the song i'll never forget you,Mariah Carey,Wolfgang Amadeus Mozart,12,-12.71433162689209,-16.557525634765625,0
who played shmuel in the boy in the striped pyjamas,Jack Scanlon,Daniel Radcliffe,17,-14.858985900878906,-14.684825897216797,1
who sang rip it up and start again,Scottish post-punk band Orange Juice,Ludwig van Beethoven,11,-9.785964012145996,-17.6339054107666,0
what are the 4 types of nitrogenous bases,cytosine (C),"A, B, C, D",12,-13.009557723999023,-9.722967147827148,1
where are alkali metals located on the periodic table,in the s-block,In the center of the table,13,-9.342490196228027,-9.065459251403809,1
where is the capital city of alabama located,Montgomery,In the Bermuda Triangle,12,-8.457122802734375,-9.687166213989258,0
what year did the us hockey team won the olympics,1960,1776,15,-9.86312198638916,-12.185989379882812,0
what is the order of the netflix marvel shows,Marvel's Iron Fist,Alphabetical order by the main character's first name,13,-9.112552642822266,-8.455023765563965,1
who did the broncos beat in the super bowl,Carolina Panthers,Seattle Seahawks,13,-6.983628749847412,-6.97624397277832,1
who had created the second bank of the united states,President James Madison,Benjamin Franklin,13,-8.547998428344727,-8.39747428894043,1
where is the highest level of fluoride stored in the teeth,surface of the enamel,Enamel surface,14,-11.581498146057129,-14.34814739227295,0
when was as you like it first performed,1603,1595,11,-11.494466781616211,-10.893744468688965,1
when was the latest version of chrome released,2018-01-22,"January 5, 2021",11,-10.41263484954834,-11.273252487182617,0
who made delhi as capital for the first time,the Pandavas,Raja Anangpal Tomar,13,-10.390504837036133,-10.79146957397461,0
who is tinker air force base named after,Major General Clarence L. Tinker,General Charles Tinker,12,-10.036256790161133,-8.411575317382812,1
when were the winnie the pooh books written,1924,1935-1936,13,-12.56336498260498,-10.590370178222656,1
what is final season of game of thrones,The eighth,Season 9,12,-10.388792037963867,-10.296213150024414,1
when do new episodes of riverdale season 2 come out,"February 7, 2018",Fridays,14,-10.024173736572266,-7.639744281768799,1
where is arachidonic acid found in the body,brain,Bone marrow,14,-7.817311763763428,-8.057302474975586,0
who has the most all ireland hurling medals,Henry Shefflin,Christy Ring,13,-13.131441116333008,-10.88121223449707,1
when did the eagles play in the superbowl,"February 6, 2005","February 4, 2007",13,-10.180010795593262,-10.271718978881836,0
when will fairy tail final season be released,2018,"October 1, 2019",11,-8.510056495666504,-9.322793960571289,0
when did seat belts become law in ontario,"January 1, 1976",1975,12,-10.140364646911621,-11.852036476135254,0
when did response to state of the union start,in 1966,1966,12,-9.584976196289062,-10.229037284851074,0
when does madea's family funeral come out,2018,"February 1, 2019",12,-9.44998550415039,-9.640405654907227,0
when did canada get rid of the death penalty,"July 14, 1976",1978,13,-10.441214561462402,-11.58626651763916,0
when does the new gotham season come out,"September 21, 2017","September 19, 2019",13,-10.379745483398438,-10.486921310424805,0
star wars episode ii attack of the clones characters,Chancellor Palpatine \/ Darth Sidious,"Mace Windu, Count Dooku",12,-13.43209171295166,-14.279211044311523,0
what does hp mean in war and order,hit points or health points,Hit Points,11,-9.905389785766602,-9.615097045898438,1
who is the owner of reading football club,Xiu Li Dai,John Madejski,11,-7.609625816345215,-14.147255897521973,0
who is edmund on days of our lives,Adam Caine,Edmund Jennings,12,-10.203336715698242,-7.128600597381592,1
when did the nba create the 3 point line,the 1979–80 season,1979,13,-10.837425231933594,-11.015145301818848,0
what is an example of a tricyclic antidepressant,Amineptine,Amitriptyline,14,-14.881571769714355,-16.80649757385254,0
when was the canadian pacific railway started and finished,between 1881 and 1885,1881-1885,14,-12.777461051940918,-11.526865005493164,1
who plays unis in she's the man,Emily Perkins,Amanda Bynes,12,-11.987591743469238,-15.121916770935059,0
who played the mom on what's eating gilbert grape,Darlene Cates,Mary Steenburgen,15,-13.766555786132812,-11.107523918151855,1
the fertile crescent is located between what two bodies of water,Tigris and Euphrates rivers,Tigris and Euphrates,15,-15.435709953308105,-16.61576271057129,0
what episode does goku give up against cell,165,Episode 179,12,-10.174215316772461,-12.722705841064453,0
when was the first nuclear power plant opened,"December 20, 1951",1954,11,-11.202219009399414,-10.841700553894043,1
who plays the dad in nanny mcphee and the big bang,Ewan McGregor,Colin Firth,17,-13.356657028198242,-14.593745231628418,0
when was the taming ofthe shrew first performed,prior to June 1592,1593,13,-11.14954662322998,-11.716818809509277,0
how many languages in harry potter translated into,over 74,80,13,-10.726103782653809,-10.01754379272461,1
when was the last time giants won superbowl,2011,"February 5, 2012",12,-8.447261810302734,-9.792564392089844,0
who are the co hosts on the real,Tamar Braxton,"Loni Love, Adrienne Houghton, Jeannie Mai, and Garcelle Beauvais",11,-13.603837013244629,-12.358742713928223,1
to transplant a nucleus from one cell to another cell a scientist would use,somatic cell nuclear transfer,Micropipette,17,-13.256438255310059,-13.196550369262695,1
when did the golden state warriors win the finals,1947,"June 13, 2019",12,-9.256269454956055,-9.776718139648438,0
who ran the fastest 40 yard dash in the nfl,Jakeem Grant,John Ross,14,-14.885499954223633,-7.634594440460205,1
when was the last time new zealand had an earthquake,11 Jul 2017,"February 22, 2021",14,-9.932945251464844,-10.505731582641602,0
what is the pirates of the caribbean in order,On Stranger Tides,"The Curse of the Black Pearl, Dead Man's Chest, At World's End, On Stranger Tides, Dead Men Tell No Tales",14,-13.286017417907715,-12.809003829956055,1
what does the pearl symbolize in the bible,the Kingdom of Heaven,Purity and innocence,12,-9.75802230834961,-12.458247184753418,0
what album is sacrifice by elton john on,Sleeping with the Past.,Goodbye Yellow Brick Road,12,-11.840414047241211,-14.00456714630127,0
who proved that cells come from other cells,Matthias Schleiden,Charles Darwin,11,-15.079899787902832,-9.081816673278809,1
who holds the world record for the most world records,Ashrita Furman,David Blaine,13,-13.093437194824219,-13.962850570678711,0
who is the designer in devil wears prada,Valentino Garavani,Karl Lagerfeld,12,-15.009414672851562,-13.381246566772461,1
where does dividends go on cash flow statement,the financing activities section,Operating Activities section,11,-8.608336448669434,-9.592385292053223,0
when was the 50th star added to the united states flag,1960,1965,15,-10.066253662109375,-10.757253646850586,0
name the four major layers of the earth in order,a liquid outer core,"Crust, Mantle, Outer Core, Inner Core",13,-7.385995864868164,-11.36759090423584,0
how much for a passport in the philippines,$60 abroad,"5,000 PHP",13,-9.613581657409668,-9.182491302490234,1
who was mr.owen in and then there were none,Justice Lawrence John Wargrave,Arthur Conan Doyle,16,-9.159056663513184,-8.804161071777344,1
when did gaurdians of the galaxy 2 come out,2017,April 2016,14,-8.742992401123047,-9.872740745544434,0
kings and queens of england in the 1900s,George V,"George V, Edward VIII, George VI, Elizabeth II",13,-7.672782897949219,-9.543420791625977,0
who made the poppies at tower of london,Paul Cummins,Damien Hirst,14,-16.298202514648438,-14.310338973999023,1
what season does bart bass die in gossip girl,),Season 4,12,-3.541346549987793,-8.37766170501709,0
who is the first indian woman to be canonized as a saint,Saint Alphonsa,Mother Teresa,17,-13.153629302978516,-6.769909381866455,1
who is in charge of ratifying treaties in the us,the Executive branch,The President,14,-8.360092163085938,-8.575359344482422,0
what is the name of the first earthquake early warning system,1991,SeismoGuard,14,-9.239179611206055,-13.27076530456543,0
when was the last time the military drafted,1973,1990,11,-9.118199348449707,-9.854698181152344,0
how many episodes of corrie has there been,"9,436","10,000",12,-11.040576934814453,-8.904912948608398,1
when do primary ossification centers appear in an embryo,prenatal development,8 weeks,14,-10.317710876464844,-9.587457656860352,1
when was the biltmore house opened to the public,March 1930,1930,14,-11.8445463180542,-11.222052574157715,1
most of new zealands land supports which economic activity,agriculture,Tourism,13,-6.8205037117004395,-7.091723442077637,0
where does hydrogen peroxide come from in the body,nearly all living cells,Mitochondria,13,-8.706489562988281,-16.551929473876953,0
who wrote old flames cant hold a candle to you,Pebe Sebert,Dolly Parton,13,-11.956790924072266,-13.715150833129883,0
